Order ID,Date,Customer ID,Item Code,Dish,Category,Quantity,Unit Price (₦),Discount %,Revenue (₦),Unit Cost (₦),Total Cost (₦),Gross Profit (₦),Order Channel,Payment Method,Meal Period,Hour,Rating
ORD-00298,46208,CUST-0391,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,POS,Lunch,13,4
ORD-00385,46208,CUST-0443,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,11,4
ORD-00573,46208,CUST-0629,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Lunch,13,4
ORD-00668,46208,CUST-0225,FD010,Soft Drink,Beverages,1,600,0,600,280,280,320,Walk-in,Transfer,Lunch,13,4
ORD-00778,46208,CUST-0176,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Takeaway,Cash,Dinner,18,
ORD-00850,46208,CUST-0199,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,POS,Breakfast,9,4
ORD-01416,46208,CUST-0383,FD004,Beans & Plantain,Traditional Meals,3,2000,0.05,5700,960,2880,2820,Walk-in,POS,Lunch,13,4
ORD-00084,46209,CUST-0229,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Transfer,Dinner,16,5
ORD-00149,46209,CUST-0092,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,Cash,Dinner,17,4
ORD-00271,46209,CUST-0588,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Delivery,Transfer,Lunch,11,5
ORD-00902,46209,CUST-0055,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0.1,5040,1450,2900,2140,Takeaway,Cash,Lunch,11,4
ORD-00625,46210,CUST-0099,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,12,5
ORD-00658,46210,CUST-0073,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,POS,Dinner,19,
ORD-00750,46210,CUST-0407,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Walk-in,Transfer,Lunch,15,5
ORD-00975,46210,CUST-0126,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Transfer,Lunch,11,5
ORD-01156,46210,CUST-0047,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Cash,Lunch,15,4
ORD-01262,46210,CUST-0039,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Walk-in,POS,Dinner,16,3
ORD-00220,46211,CUST-0528,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,POS,Dinner,20,4
ORD-00447,46211,CUST-0115,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0.1,7560,1450,4350,3210,Walk-in,POS,Lunch,14,3
ORD-00862,46211,CUST-0042,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Dinner,18,5
ORD-00966,46211,CUST-0190,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Cash,Lunch,12,5
ORD-01275,46211,CUST-0571,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Delivery,Transfer,Dinner,18,5
ORD-01413,46211,CUST-0041,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,POS,Lunch,11,5
ORD-00352,46212,CUST-0153,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Delivery,Transfer,Lunch,13,5
ORD-00527,46212,CUST-0377,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,POS,Dinner,20,3
ORD-00619,46212,CUST-0373,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,14,4
ORD-00670,46212,CUST-0187,FD010,Soft Drink,Beverages,1,600,0,600,280,280,320,Walk-in,Transfer,Lunch,14,5
ORD-00758,46212,CUST-0181,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,POS,Dinner,16,3
ORD-01774,46212,CUST-0231,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Cash,Lunch,11,5
ORD-01786,46212,CUST-0279,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Cash,Breakfast,10,4
ORD-00137,46213,CUST-0326,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Cash,Lunch,15,5
ORD-00389,46213,CUST-0312,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,Cash,Lunch,14,3
ORD-01460,46213,CUST-0527,FD010,Soft Drink,Beverages,2,600,0,1200,280,560,640,Walk-in,Cash,Lunch,15,3
ORD-00171,46214,CUST-0331,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Dinner,18,5
ORD-00507,46214,CUST-0042,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Delivery,POS,Lunch,15,
ORD-00811,46214,CUST-0159,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Takeaway,Transfer,Lunch,12,4
ORD-00856,46214,CUST-0109,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Takeaway,Transfer,Lunch,14,4
ORD-01049,46214,CUST-0139,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Cash,Dinner,19,4
ORD-01087,46214,CUST-0439,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,POS,Breakfast,8,4
ORD-01089,46214,CUST-0434,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Transfer,Breakfast,8,5
ORD-01728,46214,CUST-0196,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,13,3
ORD-00277,46215,CUST-0528,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Takeaway,POS,Breakfast,10,3
ORD-00504,46215,CUST-0470,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,Transfer,Lunch,15,5
ORD-00569,46215,CUST-0600,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Takeaway,Transfer,Lunch,12,4
ORD-01761,46215,CUST-0542,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Transfer,Dinner,18,3
ORD-01767,46215,CUST-0092,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,12,4
ORD-00002,46216,CUST-0019,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,13,4
ORD-00050,46216,CUST-0490,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,POS,Lunch,12,4
ORD-00259,46216,CUST-0144,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Walk-in,POS,Lunch,11,3
ORD-00337,46216,CUST-0039,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,Transfer,Lunch,12,4
ORD-00461,46216,CUST-0534,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,POS,Lunch,14,5
ORD-00673,46216,CUST-0001,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Takeaway,POS,Breakfast,8,5
ORD-00787,46216,CUST-0157,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,POS,Breakfast,8,5
ORD-00933,46216,CUST-0506,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Walk-in,POS,Dinner,20,5
ORD-01347,46216,CUST-0538,FD012,Fried Plantain,Sides,4,700,0,2800,300,1200,1600,Takeaway,Cash,Breakfast,10,3
ORD-01478,46216,CUST-0075,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0.1,8100,1580,4740,3360,Takeaway,Cash,Lunch,14,3
ORD-01563,46216,CUST-0286,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Transfer,Breakfast,8,5
ORD-01798,46216,CUST-0188,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,Transfer,Dinner,20,4
ORD-00718,46217,CUST-0562,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,Cash,Lunch,13,5
ORD-01616,46217,CUST-0183,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,POS,Lunch,15,3
ORD-00855,46218,CUST-0079,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0.05,9120,1710,5130,3990,Walk-in,Transfer,Breakfast,10,4
ORD-01207,46218,CUST-0525,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Delivery,Cash,Lunch,15,3
ORD-01295,46218,CUST-0095,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Cash,Lunch,13,5
ORD-01474,46218,CUST-0337,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Delivery,Cash,Dinner,19,5
ORD-01597,46218,CUST-0166,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,POS,Dinner,17,4
ORD-00216,46219,CUST-0580,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Takeaway,Transfer,Lunch,11,4
ORD-00258,46219,CUST-0334,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Lunch,11,
ORD-01057,46219,CUST-0286,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Delivery,Transfer,Breakfast,9,5
ORD-01570,46219,CUST-0081,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Cash,Lunch,15,5
ORD-00110,46220,CUST-0236,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Delivery,POS,Lunch,11,3
ORD-00406,46220,CUST-0419,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,POS,Lunch,15,4
ORD-00686,46220,CUST-0628,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,Cash,Breakfast,8,4
ORD-00936,46220,CUST-0015,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,Cash,Lunch,11,5
ORD-01093,46220,CUST-0138,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Transfer,Dinner,20,4
ORD-01401,46220,CUST-0183,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Delivery,POS,Lunch,12,5
ORD-01403,46220,CUST-0498,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Lunch,12,3
ORD-01645,46220,CUST-0426,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,Transfer,Lunch,15,3
ORD-01771,46220,CUST-0055,FD010,Soft Drink,Beverages,2,600,0.05,1140,280,560,580,Delivery,Transfer,Lunch,15,3
ORD-00184,46221,CUST-0563,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Delivery,Transfer,Lunch,11,5
ORD-00345,46221,CUST-0404,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Transfer,Breakfast,10,3
ORD-00440,46221,CUST-0141,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Takeaway,Cash,Lunch,14,5
ORD-00489,46221,CUST-0509,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,13,4
ORD-00886,46221,CUST-0538,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0.05,7980,1450,4350,3630,Walk-in,Transfer,Lunch,11,4
ORD-01538,46221,CUST-0241,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Lunch,12,4
ORD-00340,46222,CUST-0176,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Transfer,Dinner,17,5
ORD-00630,46222,CUST-0478,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Transfer,Dinner,18,4
ORD-01153,46222,CUST-0319,FD005,Yam Porridge,Traditional Meals,1,2200,0.1,1980,1050,1050,930,Walk-in,POS,Lunch,14,
ORD-00035,46223,CUST-0023,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Walk-in,POS,Lunch,11,5
ORD-00179,46223,CUST-0485,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Cash,Dinner,16,5
ORD-00519,46223,CUST-0041,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Takeaway,Cash,Lunch,13,3
ORD-00734,46223,CUST-0281,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Cash,Lunch,15,
ORD-00795,46223,CUST-0286,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Cash,Dinner,20,3
ORD-01066,46223,CUST-0100,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Cash,Lunch,12,4
ORD-01189,46223,CUST-0242,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Delivery,Cash,Lunch,12,5
ORD-01279,46223,CUST-0441,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0.05,2660,1450,1450,1210,Walk-in,Transfer,Dinner,17,5
ORD-01302,46223,CUST-0087,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,Transfer,Lunch,15,5
ORD-01354,46223,CUST-0551,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Walk-in,Transfer,Breakfast,8,4
ORD-01438,46223,CUST-0335,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Takeaway,Cash,Dinner,17,4
ORD-01562,46223,CUST-0476,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Takeaway,POS,Breakfast,10,4
ORD-00083,46224,CUST-0557,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Transfer,Lunch,15,5
ORD-00181,46224,CUST-0129,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,POS,Dinner,20,5
ORD-00312,46224,CUST-0495,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Dinner,17,5
ORD-00317,46224,CUST-0378,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Delivery,Cash,Breakfast,9,4
ORD-00476,46224,CUST-0305,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,POS,Breakfast,8,5
ORD-00606,46224,CUST-0238,FD009,Moi Moi,Sides,1,900,0,900,380,380,520,Delivery,Cash,Lunch,13,4
ORD-00649,46224,CUST-0155,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Takeaway,POS,Lunch,14,5
ORD-01301,46224,CUST-0419,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Cash,Lunch,13,5
ORD-01466,46224,CUST-0266,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Cash,Lunch,11,4
ORD-01620,46224,CUST-0394,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Takeaway,Cash,Breakfast,8,4
ORD-01653,46224,CUST-0599,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,POS,Lunch,15,5
ORD-00165,46225,CUST-0575,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Delivery,Transfer,Lunch,14,4
ORD-00186,46225,CUST-0370,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Takeaway,Transfer,Breakfast,10,5
ORD-00256,46225,CUST-0004,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0.1,8100,1580,4740,3360,Walk-in,Cash,Lunch,15,5
ORD-00444,46225,CUST-0624,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Delivery,Transfer,Lunch,15,5
ORD-00516,46225,CUST-0133,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,POS,Dinner,17,5
ORD-00559,46225,CUST-0317,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Takeaway,Cash,Lunch,15,4
ORD-00570,46225,CUST-0149,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Delivery,POS,Lunch,11,5
ORD-00752,46225,CUST-0560,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Takeaway,Cash,Dinner,16,5
ORD-00891,46225,CUST-0009,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Walk-in,POS,Dinner,20,4
ORD-00914,46225,CUST-0122,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Cash,Lunch,14,5
ORD-01211,46225,CUST-0173,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,POS,Lunch,13,5
ORD-01304,46225,CUST-0314,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Delivery,Transfer,Dinner,18,4
ORD-01388,46225,CUST-0002,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Walk-in,Transfer,Lunch,11,4
ORD-01596,46225,CUST-0249,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Takeaway,POS,Lunch,13,4
ORD-01676,46225,CUST-0324,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,Cash,Breakfast,10,4
ORD-01711,46225,CUST-0387,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,Transfer,Lunch,12,5
ORD-00081,46226,CUST-0418,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0.05,11400,1580,6320,5080,Walk-in,POS,Lunch,12,5
ORD-00129,46226,CUST-0265,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Takeaway,Cash,Lunch,15,4
ORD-00391,46226,CUST-0088,FD004,Beans & Plantain,Traditional Meals,1,2000,0.1,1800,960,960,840,Delivery,Transfer,Lunch,15,5
ORD-00554,46226,CUST-0455,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Walk-in,Transfer,Breakfast,10,4
ORD-00677,46226,CUST-0252,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,POS,Dinner,18,5
ORD-01738,46226,CUST-0096,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Takeaway,Cash,Breakfast,8,5
ORD-00147,46227,CUST-0410,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,Cash,Dinner,18,5
ORD-00393,46227,CUST-0415,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0.1,5040,1450,2900,2140,Takeaway,Transfer,Lunch,13,4
ORD-00446,46227,CUST-0080,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Cash,Dinner,17,4
ORD-00760,46227,CUST-0643,FD010,Soft Drink,Beverages,3,600,0,1800,280,840,960,Delivery,POS,Dinner,17,4
ORD-00201,46228,CUST-0527,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Delivery,Transfer,Lunch,11,3
ORD-00245,46228,CUST-0232,FD011,Bottled Water,Beverages,4,300,0,1200,120,480,720,Walk-in,Transfer,Lunch,13,4
ORD-00689,46228,CUST-0041,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Delivery,Transfer,Dinner,17,4
ORD-00843,46228,CUST-0031,FD010,Soft Drink,Beverages,2,600,0,1200,280,560,640,Walk-in,Transfer,Dinner,19,4
ORD-00880,46228,CUST-0028,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Cash,Dinner,20,4
ORD-01170,46228,CUST-0240,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0.05,3040,1710,1710,1330,Walk-in,Cash,Breakfast,9,4
ORD-01582,46228,CUST-0620,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Transfer,Breakfast,10,4
ORD-01607,46228,CUST-0025,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Walk-in,POS,Lunch,15,3
ORD-01701,46228,CUST-0224,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,POS,Lunch,14,3
ORD-00188,46229,CUST-0334,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,15,5
ORD-01068,46229,CUST-0626,FD010,Soft Drink,Beverages,3,600,0,1800,280,840,960,Takeaway,Cash,Breakfast,9,3
ORD-00217,46230,CUST-0583,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Dinner,16,5
ORD-00498,46230,CUST-0232,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,Cash,Dinner,20,3
ORD-00501,46230,CUST-0467,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Cash,Lunch,13,3
ORD-00836,46230,CUST-0436,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,15,4
ORD-01104,46230,CUST-0173,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,POS,Breakfast,8,4
ORD-01268,46230,CUST-0207,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0.1,2520,1450,1450,1070,Walk-in,Transfer,Lunch,13,5
ORD-01331,46230,CUST-0026,FD011,Bottled Water,Beverages,2,300,0,600,120,240,360,Takeaway,POS,Dinner,17,4
ORD-01777,46230,CUST-0409,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Walk-in,POS,Dinner,17,4
ORD-00130,46231,CUST-0112,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,POS,Dinner,19,4
ORD-00272,46231,CUST-0471,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Delivery,Transfer,Lunch,14,4
ORD-00846,46231,CUST-0368,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Transfer,Lunch,15,5
ORD-01197,46231,CUST-0061,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Walk-in,Cash,Lunch,14,5
ORD-01241,46231,CUST-0017,FD006,Eba & Egusi Soup,Swallow,1,2600,0.1,2340,1320,1320,1020,Walk-in,POS,Lunch,14,5
ORD-01626,46231,CUST-0090,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,Transfer,Dinner,17,5
ORD-01688,46231,CUST-0373,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,Transfer,Lunch,13,4
ORD-00456,46232,CUST-0337,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Takeaway,Cash,Lunch,15,
ORD-00957,46232,CUST-0130,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,POS,Dinner,18,3
ORD-01055,46232,CUST-0622,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0.05,11400,1580,6320,5080,Walk-in,POS,Lunch,11,5
ORD-01208,46232,CUST-0471,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0.1,10080,1450,5800,4280,Walk-in,Transfer,Dinner,19,5
ORD-01463,46232,CUST-0403,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,Cash,Lunch,14,5
ORD-01644,46232,CUST-0278,FD007,Amala & Ewedu,Swallow,1,2500,0.05,2375,1250,1250,1125,Delivery,Transfer,Lunch,11,5
ORD-01792,46232,CUST-0533,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Walk-in,Transfer,Lunch,14,4
ORD-01797,46232,CUST-0327,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Walk-in,Transfer,Lunch,12,
ORD-00025,46233,CUST-0589,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,Transfer,Lunch,14,4
ORD-00325,46233,CUST-0170,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0.05,2850,1580,1580,1270,Takeaway,POS,Lunch,11,3
ORD-00365,46233,CUST-0122,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Cash,Lunch,11,5
ORD-00655,46233,CUST-0056,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,POS,Dinner,19,4
ORD-00725,46233,CUST-0542,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Delivery,Cash,Dinner,19,5
ORD-00824,46233,CUST-0557,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Transfer,Lunch,11,5
ORD-01530,46233,CUST-0094,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,Transfer,Breakfast,8,5
ORD-01659,46233,CUST-0122,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,Transfer,Lunch,14,5
ORD-01781,46233,CUST-0409,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Delivery,POS,Breakfast,9,5
ORD-00777,46234,CUST-0549,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Walk-in,Transfer,Lunch,11,5
ORD-01224,46234,CUST-0535,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Cash,Lunch,13,4
ORD-01264,46234,CUST-0592,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0.05,12160,1710,6840,5320,Walk-in,POS,Dinner,19,5
ORD-01471,46234,CUST-0090,FD010,Soft Drink,Beverages,2,600,0,1200,280,560,640,Walk-in,POS,Lunch,11,5
